X,Y,Pressure,Duration,Orientation,Size
0.5,0.5,0.5,0.005988023952095809,0,0
0.5,0.5,0.5,0.029940119760479042,0,0
0.11589785248677748,0.5168087699646727,0.5,0.005988023952095809,0.3078783960022985,0.0032480443640265245
0.4906595440620372,0.5020910302978716,0.5,0.005988023952095809,0.008430319501104276,0.003336982243715557
0.5,0.5,0.5,0.03592814371257485,0,0.003336982243715557
0.8919176564485927,0.4753900607222708,0.5,0.005988023952095809,0.3159084306945893,0.0066697415772362
0.5,0.5,0.5,0.005988023952095809,0,0.0066697415772362
0.47502858109026735,0.5149589826982276,0.5,0.005988023952095809,0.034575235953805995,0.00703450215067315
0.5,0.5,0.5,0.2155688622754491,0,0.00703450215067315
0.5,0.5,0.5,0.15568862275449102,0,0.00703450215067315
0.5,0.5,0.5,0.3772455089820359,0,0.00703450215067315
0.5657644283163876,0.55887083513496,0.5,0.005988023952095809,0.12298472173273424,0.008331961918790156
0.5,0.5,0.5,0.23952095808383234,0,0.008331961918790156
0.3576057587263263,0.665111762524029,0.5,0.005988023952095809,0.33202282390418647,0.011834724294822909
0.5408466205387827,0.4410135936949048,0.5,0.005988023952095809,0.11612609493250417,0.013059827170047429
0.23193265274286645,0.139974066249187,0.5,0.005988023952095809,0.7131189514928202,0.020583063685997924
0.5,0.5,0.5,0.19760479041916168,0,0.020583063685997924
0.5,0.5,0.5,0.005988023952095809,0,0.020583063685997924
0.5518490398723628,0.47128840417598256,0.5,0.005988023952095809,0.06820965965308816,0.02130265948578482
0.5,0.5,0.5,0.31137724550898205,0,0.02130265948578482
0.5,0.5,0.5,0.017964071856287425,0,0.02130265948578482
0.605413635972814,0.8538683831442722,0.5,0.005988023952095809,0.673963554787122,0.02841281581409456
0.5,0.47668849849028566,0.5,0.31736526946107785,0.0008311622248866992,0.02887754976816546
0.5531833776494598,0.41015406553302286,0.5,0.005988023952095809,0.1749960153957295,0.030723716400555462
0.4879908502081865,0.403731708119471,0.5,0.005988023952095809,0.18216937540686662,0.03264556028688027
0.5,0.5,0.5,0.2634730538922156,0,0.03264556028688027
0.5123904048421185,0.357165827181845,0.5,0.005988023952095809,0.27009355198109053,0.03549498347039437
0.5,0.5,0.5,0.005988023952095809,0,0.03549498347039437
0.5,0.5,0.5,0.3712574850299401,0,0.03549498347039437
0.5198246038282132,0.7100691600276628,0.5,0.005988023952095809,0.3972809081021284,0.03968620322225648
0.5024430933970474,0.49104270592465005,0.5,0.2155688622754491,0.00047328462125680157,0.0398659526973678
0.4321737699361837,0.5757901683883989,0.5,0.005988023952095809,0.15308908200191668,0.04148100635636701
0.5794891343362893,0.5690043395434369,0.5,0.005988023952095809,0.14498193020545846,0.04301053147863642
0.4849409196036876,0.5390863741469817,0.5,0.005988023952095809,0.07483072900144676,0.04379997799630416
0.41383910357959863,0.5098922304939892,0.5,0.005988023952095809,0.07119206038806514,0.044551037419470585
0.4674037362793634,0.564178861253686,0.5,0.005988023952095809,0.12403159276393604,0.04585954142971991
0.6122760072824216,0.5253337610211919,0.5,0.005988023952095809,0.10151237756080629,0.046930473038097026
0.4862752573807846,0.48906226883350984,0.5,0.005988023952095809,0.02338679856446382,0.047177198239528054
0.5,0.5,0.5,0.005988023952095809,0,0.047177198239528054
0.5002129828434221,0.48971033925368423,0.5,0.2694610778443114,0.0004321121932166739,0.0473823389107843
0.5295239594982113,0.5187342477533797,0.5,0.005988023952095809,0.04251321834194579,0.047830843323647204
0.4748379718647717,0.5221972001328538,0.5,0.005988023952095809,0.046496306872267974,0.04832136837979109
0.5,0.5,0.5,0.10179640718562874,0,0.04832136837979109
0.49904691727320805,0.49927617825653736,0.5,0.20359281437125748,0.000046020563068469966,0.04833787558621779
0.49288967062786226,0.4946313021776414,0.5,0.1317365269461078,0.000528254105778056,0.04846048061941647
0.490147977155477,0.4840457624045113,0.5,0.11377245508982035,0.0016397394125526952,0.048789159026556506
0.49790018529043023,0.4314081703285451,0.5,0.005988023952095809,0.1296283605605365,0.0501567076152321
0.4774121296914613,0.5736152278485468,0.5,0.2754491017964072,0.0030493710762680413,0.05163653426974379
0.7799268310181415,0.07895033528939366,0.5,0.005988023952095809,0.8263628743160548,0.06035446742586879
0.5,0.5,0.5,0.49700598802395207,0,0.06035446742586879
0.2779260151645413,0.7630690017239363,0.5,0.005988023952095809,0.5277085977651843,0.06592166849965492
0.5,0.5,0.5,0.08383233532934131,0,0.06592166849965492
